Cluster,Feature_set_index,Feature_set_code,Model,train_rmse,val_rmse,train_r2,val_r2,overfit,bias,best_params,grid_best_score
all_data,13,G2 + Physicochemical + Fps,XGB,0.20489910517283255,0.3104102361867619,0.8332922848850266,0.652651247309058,0.1806410375759686,-0.011995327753358195,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 100, 'subsample': 1.0}",0.40206195216854784
all_data,14,G2 + Physicochemical + PCs,LR,0.4372636817330297,0.5247437223938695,0.24078917807435274,0.00736821258456033,0.2334209654897924,-0.019163906301667744,,
all_data,14,G2 + Physicochemical + PCs,RF,0.2432315164080817,0.3569680461535223,0.7650825541172952,0.5406408627275,0.2244416913897952,-0.017871829731974983,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",0.4085078128558635
all_data,14,G2 + Physicochemical + PCs,XGB,0.16761272799531152,0.3225762941734999,0.8884448653729291,0.6248900606749848,0.26355480469794434,-0.010115129179719372,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 100, 'subsample': 1.0}",0.39699486488155156
all_data,15,G2 + Fps + PCs,LR,0.37710052451138265,0.47014672540922364,0.43533632734100003,0.20317948611536174,0.2321568412256383,-0.01255453968090854,,
all_data,15,G2 + Fps + PCs,RF,0.25634725244029877,0.3430107746588687,0.739064655536624,0.5758600314733051,0.16320462406331893,-0.017234969121005,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",0.40102336431745284
all_data,15,G2 + Fps + PCs,XGB,0.27106607676119315,0.33179508758250714,0.7082398888037433,0.6031434261634299,0.10509646264031347,-0.01458706939768039,"{'colsample_bytree': 1.0, 'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 200, 'subsample': 1.0}",0.3959275097653246
all_data,16,G2 + Physicochemical + Fps + PCs,LR,0.3756773374863728,0.4703949941500309,0.43959039497162467,0.20233771546172907,0.2372526795098956,-0.012306588134685624,,
all_data,16,G2 + Physicochemical + Fps + PCs,RF,0.2558772679824339,0.36179258104495815,0.7400205708885161,0.5281401894117382,0.2118803814767779,-0.019700809439774446,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",0.40569466991921327
all_data,16,G2 + Physicochemical + Fps + PCs,XGB,0.2680654626256054,0.33349482175416123,0.714663518030097,0.5990669433356255,0.11559657469447149,-0.01421578849711854,"{'colsample_bytree': 1.0, 'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 200, 'subsample': 1.0}",0.39175598167976844
all_data,17,G1 + G2,LR,0.46483755006836447,0.5256504760650004,0.1420183831765941,0.00393472633767411,0.13808365683892,-0.019172315345788876,,
all_data,17,G1 + G2,RF,0.32351391471497015,0.4763071867810247,0.5844134291506937,0.1821607603142228,0.40225266883647093,-0.013393397194889373,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 50}",0.42288737788819314
all_data,17,G1 + G2,XGB,0.3164849662307772,0.45105659701427525,0.6022760487875723,0.2665749260738942,0.33570112271367814,-0.016898800480862935,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 100, 'subsample': 1.0}",0.4272411258943336
all_data,18,G1 + G2 + Physicochemical,LR,0.4480994364348112,0.5403206662219855,0.20269521407271995,-0.052438756391710584,0.25513397046443054,-0.021900637881005734,,
all_data,18,G1 + G2 + Physicochemical,RF,0.2595826287599975,0.3662865947824452,0.7324365248959479,0.5163449521659167,0.2160915727300312,-0.0176609018259895,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",0.40775599862270456
all_data,18,G1 + G2 + Physicochemical,XGB,0.17852457657944792,0.31234383505274865,0.8734472464621691,0.6483103787737634,0.22513686768840568,-0.008686879478878251,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 100, 'subsample': 1.0}",0.402954632452362
all_data,19,G1 + G2 + Fps,LR,0.37710052451138265,0.47014672540922314,0.43533632734100003,0.20317948611536352,0.2321568412256365,-0.01255453968090845,,
all_data,19,G1 + G2 + Fps,RF,0.2938611497579004,0.347507261359529,0.657105971019843,0.5646671471596283,0.09243882386021474,-0.017659216445116085,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",0.3981800262820437
all_data,19,G1 + G2 + Fps,XGB,0.2285170006663537,0.3204858611810653,0.7926459100425635,0.6297360547415081,0.1629098553010554,-0.013139019320481173,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 100, 'subsample': 1.0}",0.39964442104456793
